,dteday,hour,year,holiday,workingday,temp,atemp,hum,windspeed,casual,registered,counts,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,spring,summer,fall,Mon,Tue,Wed,Thu,Fri,Sat,Cloudy,Snow,Storm,month
7058,2011-10-26,17,0,0,1,0.52,0.5,0.77,0.1045,40,414,454,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,10
9648,2012-02-11,23,1,0,0,0.12,0.0758,0.5,0.4925,0,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
11683,2012-05-07,0,1,0,1,0.52,0.5,0.77,0.1343,13,21,34,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5
11194,2012-04-16,15,1,1,0,0.8,0.6970000000000001,0.33,0.4478,81,194,275,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4
11001,2012-04-08,13,1,0,0,0.58,0.5455,0.23,0.1642,229,254,483,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
5381,2011-08-17,3,0,0,1,0.64,0.5909,0.78,0.0,1,4,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8
310,2011-01-14,10,0,0,1,0.18,0.1818,0.55,0.19399999999999998,4,40,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6520,2011-10-04,6,0,0,1,0.4,0.4091,0.82,0.1045,3,109,112,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10
3457,2011-05-28,23,0,0,0,0.64,0.5758,0.83,0.19399999999999998,44,81,125,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5
10514,2012-03-19,5,1,0,1,0.44,0.4394,0.94,0.0,0,31,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
3532,2011-06-01,2,0,0,1,0.7,0.6667,0.79,0.1642,0,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6
8840,2012-01-09,4,1,0,1,0.22,0.2424,0.64,0.1045,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
15895,2012-10-31,0,1,0,1,0.3,0.3182,0.81,0.1045,0,16,16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,10
15060,2012-09-24,17,1,0,1,0.58,0.5455,0.3,0.0,89,809,898,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9
11816,2012-05-12,13,1,0,0,0.64,0.6212,0.36,0.19399999999999998,293,366,659,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5
16315,2012-11-17,13,1,0,0,0.42,0.4242,0.38,0.2537,179,346,525,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,11
7979,2011-12-04,3,0,0,0,0.28,0.3182,0.75,0.0,7,34,41,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12
43,2011-01-02,20,0,0,0,0.3,0.2727,0.39,0.3582,5,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7217,2011-11-02,8,0,0,1,0.32,0.3485,0.87,0.0,20,452,472,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,11
3785,2011-06-11,15,0,0,0,0.82,0.7727,0.49,0.1045,142,232,374,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
8937,2012-01-13,6,1,0,1,0.26,0.2576,0.75,0.2239,2,71,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3812,2011-06-12,18,0,0,0,0.7,0.6667,0.74,0.1642,69,187,256,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
6123,2011-09-17,17,0,0,0,0.52,0.5,0.72,0.2239,141,218,359,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9
346,2011-01-15,22,0,0,0,0.3,0.3182,0.42,0.1045,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
16594,2012-11-29,5,1,0,1,0.2,0.2576,0.69,0.0,0,42,42,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,11
1535,2011-03-09,8,0,0,1,0.24,0.2424,0.87,0.1343,11,238,249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
8481,2011-12-25,1,0,0,0,0.22,0.2273,0.69,0.1343,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
12860,2012-06-25,1,1,0,1,0.7,0.6515,0.65,0.2239,11,20,31,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
10989,2012-04-08,1,1,0,0,0.44,0.4394,0.24,0.2239,14,50,64,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
5459,2011-08-20,9,0,0,0,0.7,0.6515,0.65,0.0,51,139,190,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8
16554,2012-11-27,12,1,0,1,0.28,0.2576,0.87,0.3881,6,70,76,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,11
5006,2011-08-01,12,0,0,1,0.9,0.8029999999999999,0.33,0.2537,53,115,168,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8
12153,2012-05-26,14,1,0,0,0.76,0.7273,0.66,0.2239,307,257,564,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5
2060,2011-03-31,17,0,0,1,0.3,0.2879,0.87,0.2537,15,153,168,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3
14623,2012-09-06,12,1,0,1,0.72,0.6970000000000001,0.79,0.2239,11,126,137,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,9
7742,2011-11-24,5,0,1,0,0.3,0.3182,0.61,0.1045,1,10,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,11
14347,2012-08-26,0,1,0,0,0.64,0.5758,0.89,0.2537,23,111,134,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
4993,2011-07-31,23,0,0,0,0.74,0.6970000000000001,0.66,0.2239,14,56,70,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
7486,2011-11-13,13,0,0,0,0.52,0.5,0.29,0.4179,105,234,339,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,11
15188,2012-09-30,1,1,0,0,0.5,0.4848,0.59,0.0,31,85,116,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
14068,2012-08-14,9,1,0,1,0.7,0.6667,0.74,0.0,48,354,402,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,8
983,2011-02-13,15,0,0,0,0.4,0.4091,0.3,0.2985,40,122,162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
12998,2012-06-30,19,1,0,0,0.84,0.7576,0.44,0.2537,134,240,374,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6
2219,2011-04-07,8,0,0,1,0.36,0.3485,0.76,0.19399999999999998,23,291,314,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4
227,2011-01-10,18,0,0,1,0.2,0.19699999999999998,0.4,0.2239,1,154,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3424,2011-05-27,14,0,0,1,0.76,0.6970000000000001,0.55,0.2537,51,188,239,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5
6359,2011-09-27,13,0,0,1,0.7,0.6667,0.74,0.2239,29,122,151,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,9
4691,2011-07-19,9,0,0,1,0.8,0.7879,0.63,0.1343,22,177,199,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,7
4646,2011-07-17,12,0,0,0,0.76,0.6970000000000001,0.55,0.2836,177,243,420,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
13294,2012-07-13,3,1,0,1,0.68,0.6364,0.61,0.0,2,7,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,7
13700,2012-07-30,1,1,0,1,0.7,0.6667,0.74,0.0,4,15,19,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
2527,2011-04-20,5,0,0,1,0.4,0.4091,0.94,0.19399999999999998,1,14,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4
13279,2012-07-12,12,1,0,1,0.78,0.6818,0.35,0.1343,71,221,292,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7
1094,2011-02-18,8,0,0,1,0.42,0.4242,0.77,0.19399999999999998,26,246,272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
16267,2012-11-15,13,1,0,1,0.38,0.3939,0.54,0.1045,20,197,217,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,11
15152,2012-09-28,13,1,0,1,0.7,0.6515,0.51,0.2537,106,304,410,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,9
4777,2011-07-22,23,0,0,1,0.8,0.7879,0.63,0.19399999999999998,19,84,103,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7
1421,2011-03-04,12,0,0,1,0.32,0.303,0.43,0.1642,10,87,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
2616,2011-04-23,22,0,0,0,0.58,0.5455,0.78,0.2537,55,114,169,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4
16525,2012-11-26,7,1,0,1,0.24,0.2879,0.65,0.0,2,363,365,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,11
8055,2011-12-07,7,0,0,1,0.44,0.4394,1.0,0.1045,3,43,46,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,12
14188,2012-08-19,9,1,0,0,0.66,0.6212,0.74,0.0,86,184,270,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
1517,2011-03-08,14,0,0,1,0.38,0.3939,0.2,0.0,16,56,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3
4840,2011-07-25,14,0,0,1,0.72,0.6970000000000001,0.79,0.19399999999999998,28,62,90,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,7
13603,2012-07-26,0,1,0,1,0.66,0.6212,0.65,0.19399999999999998,27,65,92,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7
12835,2012-06-24,0,1,0,0,0.7,0.6515,0.51,0.0,31,132,163,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
6697,2011-10-11,15,0,0,1,0.6,0.5758,0.78,0.1642,36,139,175,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,10
15914,2012-10-31,19,1,0,1,0.4,0.4091,0.5,0.19399999999999998,27,383,410,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,10
9002,2012-01-15,23,1,0,0,0.16,0.19699999999999998,0.43,0.0896,3,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8749,2012-01-05,9,1,0,1,0.22,0.2727,0.69,0.0,7,220,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2916,2011-05-06,10,0,0,1,0.54,0.5152,0.49,0.3284,30,97,127,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,5
6656,2011-10-09,22,0,0,0,0.52,0.5,0.94,0.0,48,104,152,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10
952,2011-02-12,7,0,0,0,0.12,0.1515,0.8,0.1045,2,9,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2256,2011-04-08,21,0,0,1,0.3,0.2879,0.93,0.2537,11,43,54,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4
10167,2012-03-04,17,1,0,0,0.34,0.2879,0.31,0.5522,49,214,263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2031,2011-03-30,12,0,0,1,0.34,0.3333,0.46,0.1642,15,65,80,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3
12281,2012-05-31,22,1,0,1,0.66,0.6212,0.5,0.1642,43,221,264,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5
4219,2011-06-29,17,0,0,1,0.82,0.7121,0.26,0.4179,78,492,570,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6
10845,2012-04-02,0,1,0,1,0.44,0.4394,0.82,0.1045,6,11,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4
15604,2012-10-17,9,1,0,1,0.42,0.4242,0.77,0.0,38,344,382,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,10
10100,2012-03-01,22,1,0,1,0.38,0.3939,0.5,0.2537,3,123,126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
9115,2012-01-20,17,1,0,1,0.22,0.2576,0.32,0.0896,9,340,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4783,2011-07-23,5,0,0,0,0.76,0.7121,0.62,0.1343,1,6,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
10805,2012-03-31,8,1,0,0,0.36,0.3485,0.87,0.19399999999999998,19,126,145,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3
12047,2012-05-22,4,1,0,1,0.56,0.5303,0.88,0.1642,0,7,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,5
8461,2011-12-24,5,0,0,0,0.32,0.3182,0.66,0.1642,1,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,12
17098,2012-12-20,5,1,0,1,0.3,0.3182,0.7,0.1045,0,35,35,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,12
4395,2011-07-07,1,0,0,1,0.66,0.5909,0.89,0.19399999999999998,2,14,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7
8418,2011-12-22,10,0,0,1,0.4,0.4091,0.82,0.0896,13,128,141,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,12
12014,2012-05-20,19,1,0,0,0.66,0.6212,0.61,0.4179,142,260,402,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
8953,2012-01-13,22,1,0,1,0.2,0.1818,0.47,0.3284,7,58,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5780,2011-09-03,7,0,0,0,0.62,0.5909,0.73,0.19399999999999998,5,33,38,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9
7734,2011-11-23,21,0,0,1,0.36,0.3182,0.57,0.4627,0,66,66,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,11
3753,2011-06-10,7,0,0,1,0.72,0.6818,0.66,0.1045,25,242,267,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6
6681,2011-10-10,23,0,1,0,0.54,0.5152,0.88,0.1045,12,63,75,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,10
8383,2011-12-20,23,0,0,1,0.38,0.3939,0.62,0.0,13,40,53,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,12
16487,2012-11-24,17,1,0,0,0.26,0.2273,0.41,0.3881,29,97,126,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,11
11243,2012-04-18,16,1,0,1,0.42,0.4242,0.77,0.2239,36,199,235,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4
3175,2011-05-17,5,0,0,1,0.52,0.5,0.94,0.2537,0,22,22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,5
16609,2012-11-29,20,1,0,1,0.3,0.303,0.52,0.1642,11,241,252,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,11
16433,2012-11-22,11,1,1,0,0.42,0.4242,0.41,0.0896,89,143,232,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,11
2258,2011-04-08,23,0,0,1,0.3,0.2879,0.93,0.2239,4,31,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4
11952,2012-05-18,5,1,0,1,0.46,0.4545,0.77,0.1045,1,33,34,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5
6602,2011-10-07,16,0,0,1,0.64,0.6212,0.44,0.0,73,346,419,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10
11080,2012-04-11,21,1,0,1,0.34,0.303,0.57,0.3881,11,154,165,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4
6140,2011-09-18,10,0,0,0,0.5,0.4848,0.72,0.1642,82,178,260,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
15424,2012-10-09,21,1,0,1,0.48,0.4697,0.77,0.1343,16,209,225,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,10
898,2011-02-09,22,0,0,1,0.16,0.1667,0.8,0.1642,4,42,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
13863,2012-08-05,20,1,0,0,0.7,0.6667,0.84,0.1045,53,140,193,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
15990,2012-11-03,23,1,0,0,0.32,0.3333,0.57,0.1045,15,133,148,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,11
11751,2012-05-09,20,1,0,1,0.5,0.4848,0.82,0.2239,3,48,51,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5
10601,2012-03-22,20,1,0,1,0.62,0.5909,0.73,0.2836,64,360,424,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3
524,2011-01-23,23,0,0,0,0.06,0.0606,0.41,0.2239,4,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8357,2011-12-19,21,0,0,1,0.36,0.3485,0.53,0.1343,15,112,127,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,12
6884,2011-10-19,11,0,0,1,0.52,0.5,0.94,0.2537,33,116,149,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,10
9001,2012-01-15,22,1,0,0,0.18,0.2121,0.37,0.0896,2,58,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10090,2012-03-01,12,1,0,1,0.56,0.5303,0.37,0.2239,16,204,220,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
4574,2011-07-14,12,0,0,1,0.74,0.6515,0.35,0.2537,51,172,223,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7
12479,2012-06-09,4,1,0,0,0.62,0.6212,0.57,0.0,2,6,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
2134,2011-04-03,19,0,0,0,0.42,0.4242,0.44,0.19399999999999998,51,93,144,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
15473,2012-10-11,22,1,0,1,0.4,0.4091,0.66,0.1642,10,167,177,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10
230,2011-01-10,21,0,0,1,0.14,0.1364,0.59,0.19399999999999998,1,37,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
15242,2012-10-02,7,1,0,1,0.58,0.5455,0.83,0.1045,4,256,260,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,10
15672,2012-10-20,5,1,0,0,0.4,0.4091,0.82,0.0,6,7,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10
11149,2012-04-14,18,1,0,0,0.62,0.6212,0.35,0.2239,197,284,481,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4
13633,2012-07-27,6,1,0,1,0.7,0.6667,0.79,0.0,10,129,139,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7
15727,2012-10-22,12,1,0,1,0.58,0.5455,0.35,0.0,52,231,283,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10
17345,2012-12-30,14,1,0,0,0.3,0.2727,0.36,0.4627,39,121,160,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
847,2011-02-07,18,0,0,1,0.34,0.3333,0.66,0.1343,5,170,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
521,2011-01-23,20,0,0,0,0.1,0.1061,0.36,0.2537,4,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15294,2012-10-04,11,1,0,1,0.7,0.6515,0.7,0.1045,38,176,214,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,10
3671,2011-06-06,21,0,0,1,0.66,0.6212,0.57,0.0896,29,160,189,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6
15311,2012-10-05,4,1,0,1,0.54,0.5152,0.77,0.0,0,11,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10
16308,2012-11-17,6,1,0,0,0.24,0.2273,0.7,0.2239,0,21,21,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,11
5904,2011-09-08,13,0,0,1,0.68,0.6364,0.83,0.3881,14,112,126,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,9
15527,2012-10-14,4,1,0,0,0.42,0.4242,0.77,0.2836,2,10,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
7564,2011-11-16,19,0,0,1,0.46,0.4545,0.88,0.3881,3,108,111,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,11
11615,2012-05-04,4,1,0,1,0.56,0.5303,0.88,0.19399999999999998,0,4,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5
13789,2012-08-02,18,1,0,1,0.8,0.7727,0.59,0.2239,86,681,767,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8
4865,2011-07-26,15,0,0,1,0.88,0.7576,0.28,0.3284,49,114,163,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7
396,2011-01-18,12,0,0,1,0.2,0.1818,0.86,0.3284,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
11455,2012-04-27,12,1,0,1,0.46,0.4545,0.36,0.3582,63,244,307,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
15805,2012-10-25,18,1,0,1,0.56,0.5303,0.83,0.1045,77,732,809,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10
10304,2012-03-10,10,1,0,0,0.26,0.2273,0.35,0.4179,47,176,223,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
15102,2012-09-26,11,1,0,1,0.64,0.6212,0.61,0.2537,46,181,227,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9
6353,2011-09-27,7,0,0,1,0.62,0.5455,0.94,0.1045,15,234,249,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,9
5601,2011-08-26,7,0,0,1,0.64,0.5758,0.83,0.0,3,263,266,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8
14684,2012-09-09,1,1,0,0,0.56,0.5303,0.73,0.2239,20,104,124,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
977,2011-02-13,9,0,0,0,0.24,0.2273,0.6,0.2239,12,35,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
16321,2012-11-17,19,1,0,0,0.34,0.3485,0.53,0.0896,45,208,253,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,11
6498,2011-10-03,8,0,0,1,0.36,0.3636,0.71,0.1045,13,359,372,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,10
12897,2012-06-26,14,1,0,1,0.7,0.6364,0.3,0.4627,81,186,267,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6
16648,2012-12-01,11,1,0,0,0.32,0.3333,0.76,0.1045,74,318,392,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,12
